QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following,,
Why are men attracted to womens' buttocks?,https://www.quora.com/Why-are-men-attracted-to-womens-buttocks,Anonymous,0,0,0,0,0,0,0,0,0,,
What is the full transcript of the essay written by Jennifer Lawrence about her pay gap?,https://www.quora.com/What-is-the-full-transcript-of-the-essay-written-by-Jennifer-Lawrence-about-her-pay-gap,https://www.quora.com/profile/Mayeesha-Tahsin,38404,949,946,http://www.facebook.com/1566717545, , , ,3693,1916, ,http://twitter.com/xenocide15
What are piscean women like?,https://www.quora.com/What-are-piscean-women-like,Anonymous,0,0,0,0,0,0,0,0,0,,
How does it feel like to be married to a girl who is a dentist?,https://www.quora.com/How-does-it-feel-like-to-be-married-to-a-girl-who-is-a-dentist,Anonymous,0,0,0,0,0,0,0,0,0,,
Who have been some of the most badass female programmers?,https://www.quora.com/Who-have-been-some-of-the-most-badass-female-programmers,Anonymous,0,0,0,0,0,0,0,0,0,,
How do you like our infographic about female gamblers in the United Kingdom?,https://www.quora.com/How-do-you-like-our-infographic-about-female-gamblers-in-the-United-Kingdom,https://www.quora.com/profile/Viktor-Kallo,9,1,2, , ,  Casino-strategy.com, ,0,0, , 
Do men who respect women and womanhood exist?,https://www.quora.com/Do-men-who-respect-women-and-womanhood-exist,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do women like to wear short clothes?,https://www.quora.com/Why-do-women-like-to-wear-short-clothes,Anonymous,0,0,0,0,0,0,0,0,0,,
Have rapists ever seen women as humans?,https://www.quora.com/Have-rapists-ever-seen-women-as-humans,Anonymous,0,0,0,0,0,0,0,0,0,,
Would you women date a succesful short man (5 ft 4)?,https://www.quora.com/Would-you-women-date-a-succesful-short-man-5-ft-4,Anonymous,0,0,0,0,0,0,0,0,0,,
Should I marry a woman who is an MBA grad and works in a call center while I am an Engg Grad who earns a lot?,https://www.quora.com/Should-I-marry-a-woman-who-is-an-MBA-grad-and-works-in-a-call-center-while-I-am-an-Engg-Grad-who-earns-a-lot,Anonymous,0,0,0,0,0,0,0,0,0,,
"Can battered women experience symptoms years after the abuse, even with a non abusive partner?",https://www.quora.com/Can-battered-women-experience-symptoms-years-after-the-abuse-even-with-a-non-abusive-partner,Anonymous,0,0,0,0,0,0,0,0,0,,
Do women get aroused while breastfeeding their children?,https://www.quora.com/Do-women-get-aroused-while-breastfeeding-their-children,Anonymous,0,0,0,0,0,0,0,0,0,,
What are the normal percentages for male and female fat and muscles?,https://www.quora.com/What-are-the-normal-percentages-for-male-and-female-fat-and-muscles,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do western women enjoy sex and have orgasms more easily than Asian counterparts？ Is that for physiological or cultural reasons？?,https://www.quora.com/Why-do-western-women-enjoy-sex-and-have-orgasms-more-easily-than-Asian-counterparts？-Is-that-for-physiological-or-cultural-reasons？,https://www.quora.com/profile/Azure-Lee-6,5,1,0, , , , ,0,0, , 
How do I deal with the guilt of being in a relationship with a married woman?,https://www.quora.com/How-do-I-deal-with-the-guilt-of-being-in-a-relationship-with-a-married-woman,https://www.quora.com/profile/Dhruv-Rustagi,89,18,30, , , , ,3,0, , 
What skills women need to advance in their corporate career? Are those skills any different then those men need? Do you think men and women learn these skills in a different way?,https://www.quora.com/What-skills-women-need-to-advance-in-their-corporate-career-Are-those-skills-any-different-then-those-men-need-Do-you-think-men-and-women-learn-these-skills-in-a-different-way,https://www.quora.com/profile/Elena-Yakovleva-3,11,2,1, , , , ,0,0, , 
Do you think there is a need of a hookup website/app in India (both from guys and girls perspective)?,https://www.quora.com/Do-you-think-there-is-a-need-of-a-hookup-website-app-in-India-both-from-guys-and-girls-perspective,Anonymous,0,0,0,0,0,0,0,0,0,,
I'm a girl who's a head turner. I normally get glances from strangers whenever I'm around. The problem is they never approach me. I intimidate men even without doing anything. How do I solve this?,https://www.quora.com/Im-a-girl-whos-a-head-turner-I-normally-get-glances-from-strangers-whenever-Im-around-The-problem-is-they-never-approach-me-I-intimidate-men-even-without-doing-anything-How-do-I-solve-this,Anonymous,0,0,0,0,0,0,0,0,0,,
How do you know if a woman is being REALLY obvious to show that she likes you?,https://www.quora.com/How-do-you-know-if-a-woman-is-being-REALLY-obvious-to-show-that-she-likes-you,Anonymous,0,0,0,0,0,0,0,0,0,,
Why is it frowned upon when a guy looks under a woman's skirt or her cleavage eventhough it is she who is showing that?,https://www.quora.com/Why-is-it-frowned-upon-when-a-guy-looks-under-a-womans-skirt-or-her-cleavage-eventhough-it-is-she-who-is-showing-that,Anonymous,0,0,0,0,0,0,0,0,0,,
Are women more likely to become perfectionists than men? Why?,https://www.quora.com/Are-women-more-likely-to-become-perfectionists-than-men-Why,Anonymous,0,0,0,0,0,0,0,0,0,,
What books can I read to help me get better at talking with women?,https://www.quora.com/What-books-can-I-read-to-help-me-get-better-at-talking-with-women,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do most men stare at girls and women?,https://www.quora.com/Why-do-most-men-stare-at-girls-and-women,https://www.quora.com/profile/Chandra-Shekar-63,85,16,5,http://www.facebook.com/100000097338093, , , ,117,523, , 
What do men love about women?,https://www.quora.com/What-do-men-love-about-women,Anonymous,0,0,0,0,0,0,0,0,0,,
Do women arouse by male body massager?,https://www.quora.com/Do-women-arouse-by-male-body-massager,Anonymous,0,0,0,0,0,0,0,0,0,,
To whom does a woman reveal her secrets?,https://www.quora.com/To-whom-does-a-woman-reveal-her-secrets,https://www.quora.com/profile/Zied-Ghalleb,2,0,0, , , , ,0,1, , 
Do women use men?,https://www.quora.com/Do-women-use-men,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do women take longer to climax than men?,https://www.quora.com/Why-do-women-take-longer-to-climax-than-men,Anonymous,0,0,0,0,0,0,0,0,0,,
Were women respect in ancient Greece? How are womens' conditions now?,https://www.quora.com/Were-women-respect-in-ancient-Greece-How-are-womens-conditions-now,https://www.quora.com/profile/Anuraag-Biswas-1,2568,9,7, , , , ,1,0, , 
Which city in India there is a high number of girls swipe right in Tinder?,https://www.quora.com/Which-city-in-India-there-is-a-high-number-of-girls-swipe-right-in-Tinder,Anonymous,0,0,0,0,0,0,0,0,0,,
Is it worth it for a woman to major in computer science?,https://www.quora.com/Is-it-worth-it-for-a-woman-to-major-in-computer-science,https://www.quora.com/profile/Amy-Su-9,2,1,0, , , , ,0,0, , 
Are man on the average as intelligent as women?,https://www.quora.com/Are-man-on-the-average-as-intelligent-as-women,Anonymous,0,0,0,0,0,0,0,0,0,,
"Why is it that my mom and many other women always refer to other women they see on the streets or in a movie as ""females""?",https://www.quora.com/Why-is-it-that-my-mom-and-many-other-women-always-refer-to-other-women-they-see-on-the-streets-or-in-a-movie-as-females,Anonymous,0,0,0,0,0,0,0,0,0,,
In which field of government job have women not entered till now?,https://www.quora.com/In-which-field-of-government-job-have-women-not-entered-till-now,Anonymous,0,0,0,0,0,0,0,0,0,,
Which is the one dress that every girl must have?,https://www.quora.com/Which-is-the-one-dress-that-every-girl-must-have,https://www.quora.com/profile/Sujata-Kumari-15,23,12,4, , , , ,1,3, , 
Are women the “weaker” sex?,https://www.quora.com/Are-women-the-“weaker”-sex,https://www.quora.com/profile/Shrouk-ElTohfa,1,2,0, , , , ,0,0, , 
Is it really possible for a man or woman to perform mother/father role?,https://www.quora.com/Is-it-really-possible-for-a-man-or-woman-to-perform-mother-father-role,https://www.quora.com/profile/Loganathan-Janarthanan-1,455,12,9,http://www.facebook.com/10206334773260460, , , ,7,23, , 
What causes men and women to possess different behavioral traits?,https://www.quora.com/What-causes-men-and-women-to-possess-different-behavioral-traits,https://www.quora.com/profile/Sahil-Gangwani-3,334,13,150,http://www.facebook.com/100000027813289, ,"  Dubai, United Arab Emirates", ,12,14, , 
What is the job for women in that there is no women till now?,https://www.quora.com/What-is-the-job-for-women-in-that-there-is-no-women-till-now,Anonymous,0,0,0,0,0,0,0,0,0,,
Eight women of eight different heights are to pose for a photo in two rows of four. In how many different ways can the women pose?,https://www.quora.com/Eight-women-of-eight-different-heights-are-to-pose-for-a-photo-in-two-rows-of-four-In-how-many-different-ways-can-the-women-pose,https://www.quora.com/profile/Jinal-Soni,14,4,3,http://www.facebook.com/100006212043408, ,  Studies and Studying, ,22,29, , 
I turned 20 recently and I badly want to go on a solo trip. Is it safe in india for a girl to go on a solo trip?,https://www.quora.com/I-turned-20-recently-and-I-badly-want-to-go-on-a-solo-trip-Is-it-safe-in-india-for-a-girl-to-go-on-a-solo-trip,https://www.quora.com/profile/Sylavi-Varma,1,0,0, , , , ,0,0, , 
"Nowadays both men and women spend a lot of money on beauty care. This was not so in the past. What may be the root cause of this behaviour, the reasons and possible results?",https://www.quora.com/Nowadays-both-men-and-women-spend-a-lot-of-money-on-beauty-care-This-was-not-so-in-the-past-What-may-be-the-root-cause-of-this-behaviour-the-reasons-and-possible-results,Anonymous,0,0,0,0,0,0,0,0,0,,
How does it feel to fall in love with a beautiful mid 30's woman for an old man in his mid 50's?,https://www.quora.com/How-does-it-feel-to-fall-in-love-with-a-beautiful-mid-30s-woman-for-an-old-man-in-his-mid-50s,Anonymous,0,0,0,0,0,0,0,0,0,,
What is the permanent solution for early female pattern baldness?,https://www.quora.com/What-is-the-permanent-solution-for-early-female-pattern-baldness,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do girls boast about their beauty?,https://www.quora.com/Why-do-girls-boast-about-their-beauty,Anonymous,0,0,0,0,0,0,0,0,0,,
Should women get rid of their nose hair?,https://www.quora.com/Should-women-get-rid-of-their-nose-hair,Anonymous,0,0,0,0,0,0,0,0,0,,
Do Muslim women look good in hijab?,https://www.quora.com/Do-Muslim-women-look-good-in-hijab,https://www.quora.com/profile/Mehwish-Ali-1,205,11,15,http://www.facebook.com/689622462, ,  Karachi, ,20,37, , 
How do Icope up with mood swings in pregnancy?,https://www.quora.com/How-do-Icope-up-with-mood-swings-in-pregnancy,https://www.quora.com/profile/Megha-Shubham-Bali,47,4,5,http://www.facebook.com/625642810909228, ,"  Kanpur, Uttar Pradesh, India", ,0,0, , 
What are the most quintessential problems women face in the name of religion?,https://www.quora.com/What-are-the-most-quintessential-problems-women-face-in-the-name-of-religion,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do so few girls make it to IITs and IIMs?,https://www.quora.com/Why-do-so-few-girls-make-it-to-IITs-and-IIMs,NEED TO SCROLL MORE,0,0,0,0,0,0,0,0,0,,
How can a woman have a personality like that of Draupadi of Mahabharat?,https://www.quora.com/How-can-a-woman-have-a-personality-like-that-of-Draupadi-of-Mahabharat,Anonymous,0,0,0,0,0,0,0,0,0,,
Can a guy fast for a girl? How will a girl react if a guy fasts for her?,https://www.quora.com/Can-a-guy-fast-for-a-girl-How-will-a-girl-react-if-a-guy-fasts-for-her,Anonymous,0,0,0,0,0,0,0,0,0,,
Do you think advertisements on women's bums would be worth anything?,https://www.quora.com/Do-you-think-advertisements-on-womens-bums-would-be-worth-anything,Anonymous,0,0,0,0,0,0,0,0,0,,
Is there any truth to the idea that men are worse patients than women?,https://www.quora.com/Is-there-any-truth-to-the-idea-that-men-are-worse-patients-than-women,https://www.quora.com/profile/Julie-Anne-Exter,1492,356,171,http://www.facebook.com/611521, ,"  Springfield, PA", ,218,193, ,http://twitter.com/JulieAnneExter
What is it like to be a very attractive single woman in Silicon Valley?,https://www.quora.com/What-is-it-like-to-be-a-very-attractive-single-woman-in-Silicon-Valley,Anonymous,0,0,0,0,0,0,0,0,0,,
"What types of personalities do smart girls have? Goth, highbrow etc",https://www.quora.com/What-types-of-personalities-do-smart-girls-have-Goth-highbrow-etc,Anonymous,0,0,0,0,0,0,0,0,0,,
Where can I stand on an elevator to be appear as unthreatening as possible?,https://www.quora.com/Where-can-I-stand-on-an-elevator-to-be-appear-as-unthreatening-as-possible,Anonymous,0,0,0,0,0,0,0,0,0,,
What forums and resources exist for friends of women in domestic abuse situations?,https://www.quora.com/What-forums-and-resources-exist-for-friends-of-women-in-domestic-abuse-situations,Anonymous,0,0,0,0,0,0,0,0,0,,
Is being a woman a risk for heart disease?,https://www.quora.com/Is-being-a-woman-a-risk-for-heart-disease,Anonymous,0,0,0,0,0,0,0,0,0,,
Can a female with very average intelligence and average work ethic hope to pursue a career in the natural sciences?,https://www.quora.com/Can-a-female-with-very-average-intelligence-and-average-work-ethic-hope-to-pursue-a-career-in-the-natural-sciences,Anonymous,0,0,0,0,0,0,0,0,0,,
What are non-obvious ways that society makes it hard for women to succeed in the workplace?,https://www.quora.com/What-are-non-obvious-ways-that-society-makes-it-hard-for-women-to-succeed-in-the-workplace,https://www.quora.com/profile/Rob-Ennals,777,164,37,http://www.facebook.com/594173464, ,  University of CambridgePhD in Computer SciencePhD in Computer Science, ,438,178, , 
Why do women in China not use tampons?,https://www.quora.com/Why-do-women-in-China-not-use-tampons,Anonymous,0,0,0,0,0,0,0,0,0,,
Why is Pinterest so popular among women?,https://www.quora.com/Why-is-Pinterest-so-popular-among-women,https://www.quora.com/profile/Stephen-Coles-1,6453,63,839,http://www.facebook.com/500732158, ,"  Oakland, CAI live in Shafter, a little Craftsman neighborhood between Rockridge and Teme... (more) I live in Shafter, a little Craftsman neighborhood between Rockridge and Temescal.", ,5619,268,https://www.linkedin.com/in/stewf,http://twitter.com/typographica
What is the difference between the drinks men and women purchase at a bar/nightclub?,https://www.quora.com/What-is-the-difference-between-the-drinks-men-and-women-purchase-at-a-bar-nightclub,Anonymous,0,0,0,0,0,0,0,0,0,,
"Women, if you had seen another girl trying to clean up dark streaks on a seat, would you spread gossip?",https://www.quora.com/Women-if-you-had-seen-another-girl-trying-to-clean-up-dark-streaks-on-a-seat-would-you-spread-gossip,Anonymous,0,0,0,0,0,0,0,0,0,,
Why aren't there more female motivational speakers?,https://www.quora.com/Why-arent-there-more-female-motivational-speakers,Anonymous,0,0,0,0,0,0,0,0,0,,
How do Saudi Arabian men think about women's rights in the country? Do most of them feel their current laws on woman are ok?,https://www.quora.com/How-do-Saudi-Arabian-men-think-about-womens-rights-in-the-country-Do-most-of-them-feel-their-current-laws-on-woman-are-ok,https://www.quora.com/profile/Tinyuen-Hong,266,38,17,http://www.facebook.com/10155624610340603, ,  Hong KongLocal Hong KongerLocal Hong Konger, ,34,0, ,https://www.linkedin.com/in/tinyuenhong
